,origin,destination,Origin_city,Destination_city,Fly_date,year,month,name_x,origin_latitude,origin_longitude,name_y,destination_latitude,destination_longitude
903661,ATL,DFW,"Atlanta, GA","Dallas, TX",1994-03-01,1994,3,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Dallas Fort Worth International Airport,32.896801,-97.038002
2712850,DFW,SEA,"Dallas, TX","Seattle, WA",1997-12-01,1997,12,Dallas Fort Worth International Airport,32.896801,-97.038002,Seattle–Tacoma International Airport,47.449162,-122.311134
817158,ORD,DTW,"Chicago, IL","Detroit, MI",1998-01-01,1998,1,Chicago O'Hare International Airport,41.9786,-87.9048,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2233222,IND,MCI,"Indianapolis, IN","Kansas City, MO",1991-05-01,1991,5,Indianapolis International Airport,39.7173,-86.294403,Kansas City International Airport,39.2976,-94.713898
3547371,STL,DEC,"St. Louis, MO","Decatur, IL",2006-04-01,2006,4,St Louis Lambert International Airport,38.748697,-90.370003,Decatur Airport,39.834598541259766,-88.8656997680664
584975,SAN,LAX,"San Diego, CA","Los Angeles, CA",1991-12-01,1991,12,San Diego International Airport,32.7336006165,-117.190002441,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
556418,HNL,LAX,"Honolulu, HI","Los Angeles, CA",1996-04-01,1996,4,Daniel K Inouye International Airport,21.32062,-157.924228,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
3115102,CLT,ROC,"Charlotte, NC","Rochester, NY",2008-05-01,2008,5,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401
3153899,LAS,FLL,"Las Vegas, NV","Fort Lauderdale, FL",1995-10-01,1995,10,Harry Reid International Airport,36.083361,-115.151817,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
732408,CHA,CLT,"Chattanooga, TN","Charlotte, NC",1997-09-01,1997,9,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
3216590,DFW,RIC,"Dallas, TX","Richmond, VA",2003-06-01,2003,6,Dallas Fort Worth International Airport,32.896801,-97.038002,Richmond International Airport,37.50519943237305,-77.3197021484375
1696972,BGR,JFK,"Bangor, ME","New York, NY",2001-04-01,2001,4,Bangor International Airport,44.8074,-68.828102,John F Kennedy International Airport,40.639447,-73.779317
1945628,MCO,TPA,"Orlando, FL","Tampa, FL",1999-11-01,1999,11,Orlando International Airport,28.429399490356445,-81.30899810791016,Tampa International Airport,27.975500106811523,-82.533203125
307084,MCE,LAS,"Merced, CA","Las Vegas, NV",2008-05-01,2008,5,Merced Regional Macready Field,37.28469849,-120.5139999,Harry Reid International Airport,36.083361,-115.151817
2589502,LGA,BOS,"New York, NY","Boston, MA",2005-12-01,2005,12,La Guardia Airport,40.777199,-73.872597,Logan International Airport,42.3643,-71.005203
3323691,ATL,MGM,"Atlanta, GA","Montgomery, AL",1990-06-01,1990,6,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997
855041,BDL,DTW,"Hartford, CT","Detroit, MI",1997-03-01,1997,3,Bradley International Airport,41.93851,-72.688066,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
1190011,MKE,MSP,"Milwaukee, WI","Minneapolis, MN",2000-02-01,2000,2,General Mitchell International Airport,42.94720077514648,-87.89659881591797,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1187680,STL,MSP,"St. Louis, MO","Minneapolis, MN",1997-01-01,1997,1,St Louis Lambert International Airport,38.748697,-90.370003,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
2843627,OAK,ABQ,"Oakland, CA","Albuquerque, NM",2005-11-01,2005,11,Metropolitan Oakland International Airport,37.721298,-122.221001,Albuquerque International Sunport,35.040199,-106.609001
1626652,BDL,CVG,"Hartford, CT","Cincinnati, OH",2008-09-01,2008,9,Bradley International Airport,41.93851,-72.688066,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
1798943,MSP,BNA,"Minneapolis, MN","Nashville, TN",1995-06-01,1995,6,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Nashville International Airport,36.1245002746582,-86.6781997680664
1003636,ORD,SLC,"Chicago, IL","Salt Lake City, UT",1992-06-01,1992,6,Chicago O'Hare International Airport,41.9786,-87.9048,Salt Lake City International Airport,40.785749,-111.979746
2267544,ORD,TUL,"Chicago, IL","Tulsa, OK",2005-08-01,2005,8,Chicago O'Hare International Airport,41.9786,-87.9048,Tulsa International Airport,36.19839859008789,-95.88809967041016
2504044,DFW,SAN,"Dallas, TX","San Diego, CA",1994-02-01,1994,2,Dallas Fort Worth International Airport,32.896801,-97.038002,San Diego International Airport,32.7336006165,-117.190002441
771960,SFO,IAD,"San Francisco, CA","Washington, DC",1993-05-01,1993,5,San Francisco International Airport,37.61899948120117,-122.375,Washington Dulles International Airport,38.9445,-77.455803
2012555,IAD,PHL,"Washington, DC","Philadelphia, PA",2003-09-01,2003,9,Washington Dulles International Airport,38.9445,-77.455803,Philadelphia International Airport,39.87189865112305,-75.24109649658203
3059788,IAH,RDU,"Houston, TX","Raleigh, NC",2009-08-01,2009,8,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Raleigh Durham International Airport,35.877602,-78.787498
1509949,DFW,PHX,"Dallas, TX","Phoenix, AZ",2004-10-01,2004,10,Dallas Fort Worth International Airport,32.896801,-97.038002,Phoenix Sky Harbor International Airport,33.435302,-112.005905
403520,CLT,MEM,"Charlotte, NC","Memphis, TN",2009-09-01,2009,9,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Memphis International Airport,35.04240036010742,-89.97669982910156
3247850,OKC,DAL,"Oklahoma City, OK","Dallas, TX",2001-08-01,2001,8,Will Rogers World Airport,35.393101,-97.6007,Dallas Love Field,32.847099,-96.851799
593893,EWR,PDX,"Newark, NJ","Portland, OR",2006-07-01,2006,7,Newark Liberty International Airport,40.692501,-74.168701,Portland International Airport,45.58869934,-122.5979996
981033,AMA,DFW,"Amarillo, TX","Dallas, TX",1991-03-01,1991,3,Rick Husband Amarillo International Airport,35.219398,-101.706001,Dallas Fort Worth International Airport,32.896801,-97.038002
14832,BOS,ORD,"Boston, MA","Chicago, IL",1992-07-01,1992,7,Logan International Airport,42.3643,-71.005203,Chicago O'Hare International Airport,41.9786,-87.9048
2359771,PHL,MIA,"Philadelphia, PA","Miami, FL",1994-11-01,1994,11,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Miami International Airport,25.79319953918457,-80.29060363769531
3408729,PHL,PBI,"Philadelphia, PA","West Palm Beach, FL",1992-04-01,1992,4,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Palm Beach International Airport,26.68320083618164,-80.09559631347656
3021963,CMH,MCO,"Columbus, OH","Orlando, FL",1997-10-01,1997,10,John Glenn Columbus International Airport,39.998001,-82.891899,Orlando International Airport,28.429399490356445,-81.30899810791016
1887892,TPA,CLE,"Tampa, FL","Cleveland, OH",2006-10-01,2006,10,Tampa International Airport,27.975500106811523,-82.533203125,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
2618014,BWI,SAT,"Baltimore, MD","San Antonio, TX",2004-04-01,2004,4,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,San Antonio International Airport,29.533701,-98.469803
2722233,LAX,SEA,"Los Angeles, CA","Seattle, WA",1999-10-01,1999,10,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Seattle–Tacoma International Airport,47.449162,-122.311134
1742464,MDW,SFO,"Chicago, IL","San Francisco, CA",2004-04-01,2004,4,Chicago Midway International Airport,41.785999,-87.752403,San Francisco International Airport,37.61899948120117,-122.375
3573515,SHR,GCC,"Sheridan, WY","Gillette, WY",2003-10-01,2003,10,Sheridan County Airport,44.76919937133789,-106.9800033569336,Northeast Wyoming Regional Airport,44.3489,-105.539001
3234495,LGA,GSO,"New York, NY","Greensboro, NC",1996-12-01,1996,12,La Guardia Airport,40.777199,-73.872597,Piedmont Triad International Airport,36.097801,-79.937302
2669386,ATL,BDL,"Atlanta, GA","Hartford, CT",2002-05-01,2002,5,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Bradley International Airport,41.93851,-72.688066
1510777,LAS,PHX,"Las Vegas, NV","Phoenix, AZ",1992-03-01,1992,3,Harry Reid International Airport,36.083361,-115.151817,Phoenix Sky Harbor International Airport,33.435302,-112.005905
3399322,PIT,PBI,"Pittsburgh, PA","West Palm Beach, FL",1997-10-01,1997,10,Pittsburgh International Airport,40.49150085,-80.23290253,Palm Beach International Airport,26.68320083618164,-80.09559631347656
1031302,PIH,SLC,"Pocatello, ID","Salt Lake City, UT",2008-11-01,2008,11,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,Salt Lake City International Airport,40.785749,-111.979746
1222853,GRR,MSP,"Grand Rapids, MI","Minneapolis, MN",2007-11-01,2007,11,Gerald R. Ford International Airport,42.88079834,-85.52279663,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1921674,IAH,AUS,"Houston, TX","Austin, TX",1998-04-01,1998,4,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Austin Bergstrom International Airport,30.197535,-97.662015
1609787,ROA,CVG,"Roanoke, VA","Cincinnati, OH",2008-05-01,2008,5,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
886833,CLT,DFW,"Charlotte, NC","Dallas, TX",2003-01-01,2003,1,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Dallas Fort Worth International Airport,32.896801,-97.038002
3479939,CLT,AVP,"Charlotte, NC","Scranton, PA",2007-03-01,2007,3,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Wilkes Barre Scranton International Airport,41.3385009766,-75.72339630130001
800383,BNA,DTW,"Nashville, TN","Detroit, MI",1999-06-01,1999,6,Nashville International Airport,36.1245002746582,-86.6781997680664,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
2182059,MIA,IND,"Miami, FL","Indianapolis, IN",2001-12-01,2001,12,Miami International Airport,25.79319953918457,-80.29060363769531,Indianapolis International Airport,39.7173,-86.294403
1784334,DTW,BNA,"Detroit, MI","Nashville, TN",2009-01-01,2009,1,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Nashville International Airport,36.1245002746582,-86.6781997680664
115907,BDL,ORD,"Hartford, CT","Chicago, IL",2009-03-01,2009,3,Bradley International Airport,41.93851,-72.688066,Chicago O'Hare International Airport,41.9786,-87.9048
2611652,IAH,BOS,"Houston, TX","Boston, MA",2000-08-01,2000,8,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Logan International Airport,42.3643,-71.005203
626759,PHX,RNO,"Phoenix, AZ","Reno, NV",2005-01-01,2005,1,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922
192063,SNA,OAK,"Santa Ana, CA","Oakland, CA",2002-02-01,2002,2,John Wayne Orange County International Airport,33.675701,-117.867996,Metropolitan Oakland International Airport,37.721298,-122.221001
536902,LAS,LAX,"Las Vegas, NV","Los Angeles, CA",2009-11-01,2009,11,Harry Reid International Airport,36.083361,-115.151817,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
2584948,LAS,BOS,"Las Vegas, NV","Boston, MA",1999-02-01,1999,2,Harry Reid International Airport,36.083361,-115.151817,Logan International Airport,42.3643,-71.005203
2982386,PHX,MCO,"Phoenix, AZ","Orlando, FL",2001-05-01,2001,5,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Orlando International Airport,28.429399490356445,-81.30899810791016
1933842,CVG,TPA,"Cincinnati, OH","Tampa, FL",1998-05-01,1998,5,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,Tampa International Airport,27.975500106811523,-82.533203125
3494391,ATL,BMI,"Atlanta, GA","Bloomington, IL",2003-06-01,2003,6,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901
2722928,LAX,SEA,"Los Angeles, CA","Seattle, WA",2005-04-01,2005,4,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Seattle–Tacoma International Airport,47.449162,-122.311134
578919,PDX,LAX,"Portland, OR","Los Angeles, CA",1992-03-01,1992,3,Portland International Airport,45.58869934,-122.5979996,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
3566125,PHX,FMN,"Phoenix, AZ","Farmington, NM",2005-02-01,2005,2,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Four Corners Regional Airport,36.741199,-108.230003
2711380,ORD,SEA,"Chicago, IL","Seattle, WA",2000-11-01,2000,11,Chicago O'Hare International Airport,41.9786,-87.9048,Seattle–Tacoma International Airport,47.449162,-122.311134
3108937,MSP,ALB,"Minneapolis, MN","Albany, NY",2000-08-01,2000,8,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Albany International Airport,42.74829864501953,-73.80169677734375
2479453,TUL,LIT,"Tulsa, OK","Little Rock, AR",1990-09-01,1990,9,Tulsa International Airport,36.19839859008789,-95.88809967041016,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728
3025913,TLH,MCO,"Tallahassee, FL","Orlando, FL",2005-07-01,2005,7,Tallahassee Regional Airport,30.3965,-84.350304,Orlando International Airport,28.429399490356445,-81.30899810791016
1821912,MSP,OKC,"Minneapolis, MN","Oklahoma City, OK",2008-05-01,2008,5,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Will Rogers World Airport,35.393101,-97.6007
2073715,CMH,PHL,"Columbus, OH","Philadelphia, PA",2009-10-01,2009,10,John Glenn Columbus International Airport,39.998001,-82.891899,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1885167,LAX,CLE,"Los Angeles, CA","Cleveland, OH",1997-11-01,1997,11,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
1063964,CVG,EWR,"Cincinnati, OH","Newark, NJ",2000-03-01,2000,3,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,Newark Liberty International Airport,40.692501,-74.168701
2402494,IAD,DCA,"Washington, DC","Washington, DC",1991-12-01,1991,12,Washington Dulles International Airport,38.9445,-77.455803,Ronald Reagan Washington National Airport,38.8521,-77.037697
1587124,EWR,CVG,"Newark, NJ","Cincinnati, OH",2006-12-01,2006,12,Newark Liberty International Airport,40.692501,-74.168701,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
2209732,SAN,IND,"San Diego, CA","Indianapolis, IN",2009-02-01,2009,2,San Diego International Airport,32.7336006165,-117.190002441,Indianapolis International Airport,39.7173,-86.294403
2164228,PHL,SYR,"Philadelphia, PA","Syracuse, NY",2006-09-01,2006,9,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039
1948095,DFW,TPA,"Dallas, TX","Tampa, FL",2003-08-01,2003,8,Dallas Fort Worth International Airport,32.896801,-97.038002,Tampa International Airport,27.975500106811523,-82.533203125
2058269,LAX,PHL,"Los Angeles, CA","Philadelphia, PA",1992-11-01,1992,11,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1631427,FWA,CVG,"Fort Wayne, IN","Cincinnati, OH",1997-08-01,1997,8,Fort Wayne International Airport,40.9785,-85.195099,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
2810336,IAH,LGA,"Houston, TX","New York, NY",1999-05-01,1999,5,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,La Guardia Airport,40.777199,-73.872597
2613344,SJC,BOS,"San Jose, CA","Boston, MA",1998-08-01,1998,8,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,Logan International Airport,42.3643,-71.005203
1992453,IAD,ABE,"Washington, DC","Allentown, PA",2004-07-01,2004,7,Washington Dulles International Airport,38.9445,-77.455803,Lehigh Valley International Airport,40.651773,-75.442797
1393325,GPT,ATL,"Gulfport, MS","Atlanta, GA",2000-09-01,2000,9,Gulfport Biloxi International Airport,30.407301,-89.070099,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
222589,ALB,PIT,"Albany, NY","Pittsburgh, PA",1991-09-01,1991,9,Albany International Airport,42.74829864501953,-73.80169677734375,Pittsburgh International Airport,40.49150085,-80.23290253
172979,SEA,OAK,"Seattle, WA","Oakland, CA",1998-12-01,1998,12,Seattle–Tacoma International Airport,47.449162,-122.311134,Metropolitan Oakland International Airport,37.721298,-122.221001
1492362,GEG,PUW,"Spokane, WA","Pullman, WA",1993-04-01,1993,4,Spokane International Airport,47.6199,-117.533997,Pullman Moscow Regional Airport,46.7439,-117.110001
